"zone","ID","fam","taxagroup","species","longevity","growth","densityCHAVE","human.influ","tseas","moistwetq","low.w.rad","temp","moistdq","cloud","soil_class","alt.group","phylo"
"Tropics",156,"Fabaceae","Eudicot","Leptolobium nitens",49,4.58,0.796,10,559,1.29,173.61,28.2,0.25,80,"Acrisols","Lowland","Leptolobium_nitens"
"Tropics",157,"Sapotaceae","Eudicot","Pouteria orinocoensis",51,3.46,0.714,10,559,1.29,173.61,28.2,0.25,80,"Acrisols","Lowland","Pouteria_orinocoensis"
"Tropics",158,"Myrtaceae","Eudicot","Psidium densicomum",36,3.26,0.81,10,559,1.29,173.61,28.2,0.25,80,"Acrisols","Lowland","Psidium_densicomum"
"Sub-tropics",159,"Pinaceae","Conifer","Pseudotsuga menziesii",346,2.14,0.428,18,3104,1.21,125.09,11.2,0.27,240,"Regosols","High altitude","Pseudotsuga_menziesii"
"Sub-tropics",160,"Pinaceae","Conifer","Pseudotsuga menziesii",326,3.88,0.428,18,3227,1.07,121.7,10,0.23,213,"Regosols","High altitude","Pseudotsuga_menziesii"
"Tropics",161,"Fabaceae","Eudicot","Acacia tortilis",NA,2,0.775,9,1220,1.01,143.38,12.2,0.25,24,"Phaeozems","Lowland","Acacia_tortilis"
"Tropics",162,"Fabaceae","Eudicot","Vachellia erioloba",9,14.2,1.059,18,3189,0.92,155.11,19.4,0.12,360,"Arenosols","Lowland","Vachellia_erioloba"
"Tropics",163,"Fabaceae","Eudicot","Acacia fleckii",22,6.54,0.775,18,3189,0.92,155.11,19.4,0.12,360,"Arenosols","Lowland","Acacia_fleckii"
"Tropics",164,"Fabaceae","Eudicot","Vachellia karroo",9,14.66,0.689,18,3189,0.92,155.11,19.4,0.12,360,"Arenosols","Lowland","Vachellia_karroo"
"Tropics",165,"Fabaceae","Eudicot","Vachellia nilotica",15,15.4,0.723,18,1399,1.24,141.14,26.2,0.4,215,"Fluvisols","Lowland","Vachellia_nilotica"
"Tropics",166,"Fabaceae","Eudicot","Vachellia karroo",31,12.72,0.689,18,3189,0.92,155.11,19.4,0.12,360,"Arenosols","Lowland","Vachellia_karroo"
"Tropics",167,"Fabaceae","Eudicot","Vachellia karroo",17,14.58,0.689,22,872,0.61,185.01,26.2,0.14,356,"Arenosols","Lowland","Vachellia_karroo"
"Tropics",168,"Rhizophoraceae","Eudicot","Rhizophora mangle",111,4.66,0.898,22,528,1.73,80,26.1,0.35,75,"Plinthosols","Lowland","Rhizophora_mangle"
"Tropics",169,"Cupressaceae","Conifer","Sabina procera",132,3.42,0.483,35,767,1.12,160.14,14.2,0.41,231,"Vertisols","High altitude","Sabina_procera"
"Tropics",170,"Cupressaceae","Conifer","Sabina procera",149,2.76,0.483,26,1061,1.31,141.04,17,0.26,296,"Vertisols","High altitude","Sabina_procera"
"Tropics",171,"Cupressaceae","Conifer","Juniperus excelsa",783,1.04,0.483,14,5440,0.5,149.69,18,0.22,247,"Leptosols","High altitude","Juniperus_excelsa"
"Tropics",172,"Rosaceae","Eudicot","Polylepis tarapacana",152,0.868,0.619,8,2090,1.05,158.55,3,0.19,292,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",173,"Rosaceae","Eudicot","Polylepis tarapacana",112,0.542,0.619,16,2274,0.93,158.94,7.4,0.16,306,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",174,"Rosaceae","Eudicot","Polylepis tarapacana",207,0.892,0.619,12,2382,0.9,161.68,4.3,0.13,399,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",175,"Rosaceae","Eudicot","Polylepis tarapacana",126,1.47,0.619,5,2340,0.97,161.22,1.7,0.16,362,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",176,"Rosaceae","Eudicot","Polylepis tarapacana",241,0.982,0.619,4,2364,0.9,162.56,5,0.14,395,"Luvisols","High altitude","Polylepis_tarapacana"
"Tropics",177,"Rosaceae","Eudicot","Polylepis tarapacana",339,0.876,0.619,5,2086,0.95,161.66,-6.2,0.16,115,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",178,"Rosaceae","Eudicot","Polylepis tarapacana",264,0.778,0.619,4,2424,0.94,162.3,1.2,0.15,364,"Leptosols","High altitude","Polylepis_tarapacana"
"Tropics",179,"Rosaceae","Eudicot","Polylepis tarapacana",535,0.802,0.619,4,2386,0.94,162.3,0.2,0.15,303,"Leptosols","High altitude","Polylepis_tarapacana"
"Tropics",180,"Rosaceae","Eudicot","Polylepis tarapacana",234,1.084,0.619,5,3281,0.51,158.32,9,0.09,48,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",181,"Rosaceae","Eudicot","Polylepis tarapacana",340,0.736,0.619,5,3514,0.26,156.34,6,0.06,379,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",182,"Rosaceae","Eudicot","Polylepis tarapacana",382,0.704,0.619,9,3506,0.26,156.34,6.4,0.06,385,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",183,"Rosaceae","Eudicot","Polylepis tarapacana",573,0.852,0.619,4,3464,0.29,155.12,2.3,0.07,328,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",184,"Rosaceae","Eudicot","Polylepis tarapacana",706,0.8,0.619,4,3476,0.29,154.45,2.1,0.08,299,"Regosols","High altitude","Polylepis_tarapacana"
"Tropics",185,"Rosaceae","Eudicot","Polylepis tarapacana",340,1.696,0.619,8,3804,0.35,154.1,5.2,0.1,385,"Andosols","High altitude","Polylepis_tarapacana"
"Tropics",186,"Rhizophoraceae","Eudicot","Rhizophora mucronata",89,NA,0.814,31,1220,1.15,145.99,26,0.36,132,"Ferralsols","Lowland","Rhizophora_mucronata"
"Tropics",187,"Rhizophoraceae","Eudicot","Rhizophora mucronata",71,NA,0.814,22,1421,1.26,134.89,26.4,0.42,202,"Ferralsols","Lowland","Rhizophora_mucronata"
"Tropics",188,"Malvaceae","Eudicot","Pachira quinata",NA,7.6,0.38,2,496,1.39,88.74,25.7,0.82,105,"Alisols","Lowland","Pachira_quinata"
"Tropics",189,"Combretaceae","Eudicot","Terminalia guyanensis",NA,7,0.715,2,496,1.39,88.74,25.7,0.82,105,"Alisols","Lowland","Terminalia_guyanensis"
"Tropics",190,"Euphorbiaceae","Eudicot","Sapium stylare",NA,15,0.47,2,496,1.39,88.74,25.7,0.82,105,"Alisols","Lowland","Sapium_stylare"
"Tropics",191,"Meliaceae","Eudicot","Cedrela odorata",NA,18.8,0.447,2,496,1.39,88.74,25.7,0.82,105,"Alisols","Lowland","Cedrela_odorata"
"Tropics",192,"Meliaceae","Eudicot","Swietenia macrophylla",NA,13.2,0.52,2,496,1.39,88.74,25.7,0.82,105,"Alisols","Lowland","Swietenia_macrophylla"
"Tropics",193,"Fabaceae","Eudicot","Pterocarpus acapulcensis",NA,10.4,0.49,2,496,1.39,88.74,25.7,0.82,105,"Alisols","Lowland","Pterocarpus_acapulcensis"
"Tropics",194,"Fabaceae","Eudicot","Brachystegia cynometroides",200,4.5,0.569,14,765,1.78,76.73,25.9,0.47,116,"Nitisols","Lowland","Brachystegia_cynometroides"
"Tropics",195,"Fabaceae","Eudicot","Brachystegia eurycoma",190,5.6,0.602,14,765,1.78,76.73,25.9,0.47,116,"Nitisols","Lowland","Brachystegia_eurycoma"
"Tropics",196,"Fabaceae","Eudicot","Daniellia ogea",280,4.3,0.433,14,765,1.78,76.73,25.9,0.47,116,"Nitisols","Lowland","Daniellia_ogea"
"Tropics",197,"Meliaceae","Eudicot","Entandrophragma utile",276,7.2,0.537,14,765,1.78,76.73,25.9,0.47,116,"Nitisols","Lowland","Entandrophragma_utile"
"Tropics",198,"Combretaceae","Eudicot","Terminalia ivorensis",178,9.6,0.444,14,765,1.78,76.73,25.9,0.47,116,"Nitisols","Lowland","Terminalia_ivorensis"
"Tropics",199,"Lamiaceae","Eudicot","Tectona grandis",293,2.02,0.601,18,490,1.62,148.97,25,0.54,163,"Lixisols","Lowland","Tectona_grandis"
"Tropics",200,"Lamiaceae","Eudicot","Tectona grandis",79,NA,0.601,34,644,1.39,146.03,27,0.48,113,"Vertisols","Lowland","Tectona_grandis"
"Tropics",201,"Lamiaceae","Eudicot","Tectona grandis",336,4,0.601,22,651,1.39,146.03,27,0.48,119,"Vertisols","Lowland","Tectona_grandis"
"Tropics",202,"Lamiaceae","Eudicot","Tectona grandis",140,NA,0.601,34,588,1.39,146.03,27,0.48,117,"Vertisols","Lowland","Tectona_grandis"
"Tropics",203,"Lamiaceae","Eudicot","Tectona grandis",290,3,0.601,17,513,1.7,147.51,24.9,0.58,101,"Lixisols","Lowland","Tectona_grandis"
"Tropics",204,"Lamiaceae","Eudicot","Tectona grandis",228,4.16,0.601,22,506,1.78,142.59,26.7,0.81,190,"Luvisols","Lowland","Tectona_grandis"
"Tropics",205,"Lamiaceae","Eudicot","Tectona grandis",297,NA,0.601,26,570,1.41,146.71,26.9,0.47,132,"Leptosols","Lowland","Tectona_grandis"
"Tropics",206,"Lamiaceae","Eudicot","Tectona grandis",311,4.12,0.601,21,540,1.41,146.71,26.9,0.47,155,"Leptosols","Lowland","Tectona_grandis"
"Tropics",207,"Lamiaceae","Eudicot","Tectona grandis",156,4.72,0.601,17,642,1.39,146.03,26.8,0.48,133,"Vertisols","Lowland","Tectona_grandis"
"Tropics",208,"Lamiaceae","Eudicot","Tectona grandis",431,3.12,0.601,14,609,1.32,140.8,25.6,0.6,54,"Luvisols","Lowland","Tectona_grandis"
"Tropics",209,"Fabaceae","Eudicot","Copaiba mopane",NA,2.1,0.904,18,3191,0.74,144.62,22.6,0.17,248,"Vertisols","Lowland","Copaiba_mopane"
"Tropics",210,"Fabaceae","Eudicot","Copaiba mopane",NA,1.7,0.904,22,3546,0.96,154.32,18.1,0.13,328,"Arenosols","Lowland","Copaiba_mopane"
"Tropics",211,"Fabaceae","Eudicot","Copaiba mopane",NA,1.78,0.904,14,3001,1.08,158.36,19.9,0.11,353,"Lixisols","Lowland","Copaiba_mopane"
"Tropics",212,"Fabaceae","Eudicot","Copaiba mopane",NA,1.82,0.904,18,3179,1.1,162.1,23.9,0.08,390,"Cambisols","Lowland","Copaiba_mopane"
"Tropics",213,"Combretaceae","Eudicot","Combretum apiculatum",NA,2.52,0.87,18,3191,0.74,144.62,22.6,0.17,248,"Vertisols","Lowland","Combretum_apiculatum"
"Tropics",214,"Combretaceae","Eudicot","Combretum apiculatum",NA,2.28,0.87,22,3546,0.96,154.32,18.1,0.13,328,"Arenosols","Lowland","Combretum_apiculatum"
"Tropics",215,"Combretaceae","Eudicot","Combretum apiculatum",NA,2.14,0.87,14,3001,1.08,158.36,19.9,0.11,353,"Lixisols","Lowland","Combretum_apiculatum"
"Tropics",216,"Combretaceae","Eudicot","Combretum apiculatum",NA,1.9,0.87,18,3179,1.1,162.1,23.9,0.08,390,"Cambisols","Lowland","Combretum_apiculatum"
"Tropics",217,"Meliaceae","Eudicot","Swietenia macrophylla",80,7.78,0.52,4,983,1.24,124.41,24.6,0.37,153,"Lixisols","Lowland","Swietenia_macrophylla"
"Tropics",218,"Meliaceae","Eudicot","Swietenia macrophylla",122,12.9,0.52,4,864,1.3,125.47,24.7,0.43,133,"Cambisols","Lowland","Swietenia_macrophylla"
"Tropics",219,"Meliaceae","Eudicot","Cedrela odorata",148,12.54,0.447,3,553,1.5,107.95,25.4,1.17,41,"Cambisols","Lowland","Cedrela_odorata"
"Tropics",220,"Fabaceae","Eudicot","Prosopis ferox",117,NA,0.781,22,4072,0.45,145.42,10.4,0.12,323,"Fluvisols","High altitude","Prosopis_ferox"
"Tropics",221,"Betulaceae","Eudicot","Alnus acuminata",153,NA,0.386,11,3679,0.84,138.42,14.7,0.14,210,"Phaeozems","High altitude","Alnus_acuminata"
"Tropics",222,"Fabaceae","Eudicot","Prosopis pallida",36,NA,0.88,48,2196,0.2,135.81,24.1,0.06,265,"Fluvisols","Lowland","Prosopis_pallida"
"Tropics",223,"Fabaceae","Eudicot","Prosopis pallida",94,NA,0.88,38,1919,0.13,125.78,19.6,0.07,199,"Arenosols","Lowland","Prosopis_pallida"
"Tropics",224,"Fabaceae","Eudicot","Prosopis pallida",24,NA,0.88,34,2496,0.16,140.27,20.9,0.04,540,"Arenosols","Lowland","Prosopis_pallida"
"Tropics",225,"Fabaceae","Eudicot","Macrolobium acaciifolium",403,3.04,0.551,5,287,1.57,94.36,26.7,1.19,70,"Gleysols","Lowland","Macrolobium_acaciifolium"
"Tropics",226,"Fabaceae","Eudicot","Macrolobium acaciifolium",157,5.32,0.551,1,298,1.52,93.27,26.7,1.15,57,"Acrisols","Lowland","Macrolobium_acaciifolium"
"Tropics",227,"Meliaceae","Eudicot","Cedrela fissilis",189,5.82,0.467,8,504,1.51,92.92,24.8,0.3,237,"Acrisols","Lowland","Cedrela_fissilis"
"Tropics",228,"Cupressaceae","Conifer","Callitris columellaris",160,NA,0.571,32,2634,1.24,164,26.8,0.11,353,"Planosols","Lowland","Callitris_columellaris"
"Tropics",229,"Pinaceae","Conifer","Pinus merkusii",247,NA,0.53,14,2003,1.18,115.62,23.6,0.24,195,"Acrisols","High altitude","Pinus_merkusii"
"Tropics",230,"Lamiaceae","Eudicot","Tectona grandis",396,NA,0.601,6,3931,1.26,113.52,24.7,0.21,389,"Acrisols","Lowland","Tectona_grandis"
"Tropics",231,"Araucariaceae","Conifer","Agathis robusta",604,6,0.401,15,2629,1.86,155.07,20.6,0.66,114,"Cambisols","Lowland","Agathis_robusta"
"Tropics",232,"Cupressaceae","Conifer","Callitris macleayana",62,5,0.495,10,2669,1.83,155.03,20.6,0.67,97,"Kastanozems","Lowland","Callitris_macleayana"
"Tropics",233,"Cupressaceae","Conifer","Callitris endlicheri",64,NA,0.578,0,3357,0.97,154.92,21.7,0.23,222,"Podzols","Lowland","Callitris_endlicheri"
"Tropics",234,"Cupressaceae","Conifer","Callitris columellaris",151,NA,0.571,9,3124,1.02,158.16,21.4,0.2,181,"Ferralsols","Lowland","Callitris_columellaris"
"Tropics",235,"Cupressaceae","Conifer","Callitris columellaris",136,NA,0.571,4,1878,1.35,152,27.2,0.1,239,"Solonchaks","Lowland","Callitris_columellaris"
"Tropics",236,"Cupressaceae","Conifer","Callitris columellaris",108,NA,0.571,5,1959,1.41,150.31,27.2,0.12,297,"Ferralsols","Lowland","Callitris_columellaris"
"Tropics",237,"Cupressaceae","Conifer","Sabina procera",260,2.26,0.483,14,4076,0.38,171.44,18.4,0.13,374,"Leptosols","High altitude","Sabina_procera"
"Tropics",238,"Pinaceae","Conifer","Pinus kesiya",121,3.98,0.466,14,2634,1.32,113.64,19.6,0.25,215,"Acrisols","High altitude","Pinus_kesiya"
"Tropics",239,"Pinaceae","Conifer","Pinus kesiya",162,3.02,0.466,10,2615,1.33,114.71,20.6,0.24,242,"Acrisols","Lowland","Pinus_kesiya"
"Tropics",240,"Pinaceae","Conifer","Pinus kesiya",102,5.98,0.466,10,2382,1.17,102.77,22.3,0.2,337,"Acrisols","Lowland","Pinus_kesiya"
"Tropics",241,"Pinaceae","Conifer","Pinus kesiya",173,3.56,0.466,14,2588,1.31,117.21,21.9,0.25,273,"Acrisols","Lowland","Pinus_kesiya"
"Tropics",242,"Pinaceae","Conifer","Pinus kesiya",182,4.3,0.466,14,2588,1.31,117.21,21.9,0.25,273,"Acrisols","Lowland","Pinus_kesiya"
"Tropics",243,"Pinaceae","Conifer","Pinus merkusii",205,3.08,0.53,14,2407,1.19,107.22,21.5,0.22,218,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",244,"Pinaceae","Conifer","Pinus merkusii",284,2.28,0.53,14,2474,1.21,107.45,22.3,0.22,282,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",245,"Pinaceae","Conifer","Pinus merkusii",169,2.58,0.53,40,2398,1.18,107.81,26.2,0.2,391,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",246,"Pinaceae","Conifer","Pinus merkusii",133,4.38,0.53,18,2214,1.15,101.38,23.6,0.24,282,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",247,"Pinaceae","Conifer","Pinus merkusii",312,1.8,0.53,10,2361,1.15,103.06,22.1,0.21,304,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",248,"Pinaceae","Conifer","Pinus merkusii",190,3.62,0.53,10,2361,1.15,103.06,22.1,0.21,304,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",249,"Pinaceae","Conifer","Pinus merkusii",245,2.5,0.53,10,2361,1.15,103.06,22.1,0.21,304,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",250,"Pinaceae","Conifer","Pinus merkusii",215,2.24,0.53,10,2361,1.15,103.06,22.1,0.21,304,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",251,"Pinaceae","Conifer","Pinus merkusii",215,3.16,0.53,9,1480,1.59,98.56,25.3,0.21,359,"Leptosols","Lowland","Pinus_merkusii"
"Tropics",252,"Pinaceae","Conifer","Pinus merkusii",278,2.1,0.53,10,1739,1.32,107.06,25.5,0.23,201,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",253,"Pinaceae","Conifer","Pinus merkusii",179,2.46,0.53,31,1355,1.18,108.36,27.1,0.32,190,"Acrisols","Lowland","Pinus_merkusii"
"Tropics",254,"Fabaceae","Eudicot","Amburana cearensis",223,1.15,0.524,5,1730,1.14,142.74,23.5,0.3,132,"Ferralsols","Lowland","Amburana_cearensis"
"Tropics",255,"Podocarpaceae","Conifer","Corneria nausoriensis",406,2.54,0.569,22,1291,1.59,127.19,24.1,1.09,62,"Cambisols","Lowland","Corneria_nausoriensis"
"Tropics",256,"Araucariaceae","Conifer","Agathis macrophylla",626,2.7,0.45,14,1355,1.58,127.06,22.8,1.06,68,"Cambisols","Lowland","Agathis_macrophylla"
"Tropics",257,"Meliaceae","Eudicot","Entandrophragma cylindricum",406,3.84,0.572,8,555,1.23,125.29,24.7,0.61,45,"Ferralsols","Lowland","Entandrophragma_cylindricum"
"Tropics",258,"Malvaceae","Eudicot","Triplochiton scleroxylon",222,10.26,0.335,8,555,1.23,125.29,24.7,0.61,45,"Ferralsols","Lowland","Triplochiton_scleroxylon"
"Tropics",259,"Fabaceae","Eudicot","Erythrophleum ivorense",124,8.42,0.774,8,555,1.23,125.29,24.7,0.61,45,"Ferralsols","Lowland","Erythrophleum_ivorense"
"Tropics",260,"Fabaceae","Eudicot","Intsia africana",102,2.68,0.693,22,1858,1.21,160.87,28.3,0.08,323,"Lixisols","Lowland","Intsia_africana"
"Tropics",261,"Fabaceae","Eudicot","Intsia africana",95,2.76,0.693,14,1075,1.14,87.76,27,0.33,165,"Lixisols","Lowland","Intsia_africana"
"Tropics",262,"Combretaceae","Eudicot","Anogeissus leiocarpus",42,7.5,0.81,22,1858,1.21,160.87,28.3,0.08,323,"Lixisols","Lowland","Anogeissus_leiocarpus"
"Tropics",263,"Combretaceae","Eudicot","Anogeissus leiocarpus",77,5.66,0.81,14,1075,1.14,87.76,27,0.33,165,"Lixisols","Lowland","Anogeissus_leiocarpus"
"Tropics",264,"Meliaceae","Eudicot","Cedrela odorata",213,NA,0.447,5,653,1.24,132.32,22,0.5,134,"Cambisols","Lowland","Cedrela_odorata"
"Sub-tropics",265,"Rubiaceae","Eudicot","Breonadia salicina",33,NA,0.818,8,3828,0.53,151.74,23,0.2,244,"Cambisols","Lowland","Breonadia_salicina"
"Tropics",266,"Fabaceae","Eudicot","Amburana cearensis",238,5.2,0.524,5,1790,1.07,142.95,23.4,0.35,128,"Ferralsols","Lowland","Amburana_cearensis"
"Tropics",267,"Fabaceae","Eudicot","Anadenanthera colubrina",142,3.6,0.86,9,1770,1.08,144.28,23.2,0.35,114,"Ferralsols","Lowland","Anadenanthera_colubrina"
"Tropics",268,"Lecythidaceae","Eudicot","Cariniana ianeirensis",123,6.5,0.553,1,1772,1.11,145.63,24.5,0.35,167,"Lixisols","Lowland","Cariniana_ianeirensis"
"Tropics",269,"Meliaceae","Eudicot","Cedrela fissilis",138,5.1,0.467,5,1790,1.07,142.95,23.4,0.35,128,"Ferralsols","Lowland","Cedrela_fissilis"
"Tropics",270,"Fabaceae","Eudicot","Guibourtia hymenaeifolia",208,3.4,0.611,9,1770,1.08,144.28,23.2,0.35,114,"Ferralsols","Lowland","Guibourtia_hymenaeifolia"
"Tropics",271,"Moraceae","Eudicot","Ficus boliviana",107,10.5,0.412,1,1772,1.11,145.63,24.5,0.35,167,"Lixisols","Lowland","Ficus_boliviana"
"Tropics",272,"Fabaceae","Eudicot","Hymenaea courbaril",216,4.9,0.792,1,1772,1.11,145.63,24.5,0.35,167,"Lixisols","Lowland","Hymenaea_courbaril"
"Tropics",273,"Fabaceae","Eudicot","Machaerium nyctitans",125,3.4,0.823,9,1770,1.08,144.28,23.2,0.35,114,"Ferralsols","Lowland","Machaerium_nyctitans"
"Tropics",274,"Fabaceae","Eudicot","Platymiscium pinnatum",111,4.1,0.75,5,1790,1.07,142.95,23.4,0.35,128,"Ferralsols","Lowland","Platymiscium_pinnatum"
"Tropics",275,"Bignoniaceae","Eudicot","Zeyheria tuberculosa",128,3.1,0.77,9,1770,1.08,144.28,23.2,0.35,114,"Ferralsols","Lowland","Zeyheria_tuberculosa"
"Tropics",276,"Fabaceae","Eudicot","Centrolobium microchaete",NA,4.8,0.587,9,1770,1.08,144.28,23.2,0.35,114,"Ferralsols","Lowland","Centrolobium_microchaete"
"Tropics",277,"Anacardiaceae","Eudicot","Schinopsis brasiliensis",NA,5,1.23,9,1770,1.08,144.28,23.2,0.35,114,"Ferralsols","Lowland","Schinopsis_brasiliensis"
"Tropics",278,"Fabaceae","Eudicot","Acacia macrostachya",12,10.9,0.775,49,2338,1.15,153.73,28.6,0.05,321,"Acrisols","Lowland","Acacia_macrostachya"
"Tropics",279,"Fabaceae","Eudicot","Acacia macrostachya",25,8,0.775,49,2338,1.15,153.73,28.6,0.05,321,"Acrisols","Lowland","Acacia_macrostachya"
"Tropics",280,"Fabaceae","Eudicot","Acacia seyal",23,6.2,0.775,26,1646,1.04,175.38,27,0.04,307,"Arenosols","Lowland","Acacia_seyal"
"Tropics",281,"Combretaceae","Eudicot","Combretum glutinosum",61,3.9,0.9,49,2338,1.15,153.73,28.6,0.05,321,"Acrisols","Lowland","Combretum_glutinosum"
"Tropics",282,"Combretaceae","Eudicot","Combretum glutinosum",26,6.6,0.9,49,2338,1.15,153.73,28.6,0.05,321,"Acrisols","Lowland","Combretum_glutinosum"
"Tropics",283,"Combretaceae","Eudicot","Combretum glutinosum",35,5,0.9,35,1556,1.03,174.21,28.2,0.04,291,"Solonchaks","Lowland","Combretum_glutinosum"
"Tropics",284,"Fabaceae","Eudicot","Cordyla pinnata",41,4.3,0.754,35,1556,1.03,174.21,28.2,0.04,291,"Solonchaks","Lowland","Cordyla_pinnata"
"Tropics",285,"Fabaceae","Eudicot","Pterocarpus erinaceus",28,6,0.74,35,1556,1.03,174.21,28.2,0.04,291,"Solonchaks","Lowland","Pterocarpus_erinaceus"
"Tropics",286,"Combretaceae","Eudicot","Terminalia macroptera",29,8.5,0.819,49,2338,1.15,153.73,28.6,0.05,321,"Acrisols","Lowland","Terminalia_macroptera"
"Tropics",287,"Meliaceae","Eudicot","Cedrela fissilis",88,4.14,0.467,21,1797,1.1,145.71,23.2,0.35,126,"Ferralsols","Lowland","Cedrela_fissilis"
"Tropics",288,"Meliaceae","Eudicot","Cedrela fissilis",84,3.84,0.467,13,1774,1.17,144.71,25.4,0.39,185,"Lixisols","Lowland","Cedrela_fissilis"
"Tropics",289,"Meliaceae","Eudicot","Cedrela angustifolia",76,5.64,0.36,17,1796,1.04,142.42,17.6,0.29,165,"Leptosols","High altitude","Cedrela_angustifolia"
"Tropics",290,"Araucariaceae","Conifer","Eutassa laubenfelsii",233,2,0.473,14,2424,1.25,117.45,18.5,0.89,44,"Cambisols","Lowland","Eutassa_laubenfelsii"
"Tropics",291,"Araucariaceae","Conifer","Eutassa laubenfelsii",289,1.4,0.473,14,2424,1.25,117.45,18.5,0.89,44,"Cambisols","Lowland","Eutassa_laubenfelsii"
"Tropics",292,"Sapotaceae","Eudicot","Vitellaria paradoxa",78,4.7,0.702,22,2427,1.17,164.35,27.2,0.07,300,"Lixisols","Lowland","Vitellaria_paradoxa"
"Tropics",293,"Sapotaceae","Eudicot","Vitellaria paradoxa",68,5.54,0.702,35,2004,1.29,164.24,27,0.08,302,"Nitisols","Lowland","Vitellaria_paradoxa"
"Tropics",294,"Fabaceae","Eudicot","Pentaclethra macroloba",NA,2.57,0.603,22,731,1.8,151.38,26.1,1.27,52,"Cambisols","Lowland","Pentaclethra_macroloba"
"Tropics",295,"Burseraceae","Eudicot","Protium pittieri",NA,1.97,0.475,22,731,1.8,151.38,26.1,1.27,52,"Cambisols","Lowland","Protium_pittieri"
"Tropics",296,"Annonaceae","Eudicot","Guatteria aeruginosa",NA,3.25,0.563,22,731,1.8,151.38,26.1,1.27,52,"Cambisols","Lowland","Guatteria_aeruginosa"
"Tropics",297,"Fabaceae","Eudicot","Vachellia karroo",30,15,0.689,18,3189,0.92,155.11,19.4,0.12,360,"Arenosols","Lowland","Vachellia_karroo"
"Tropics",298,"Meliaceae","Eudicot","Swietenia macrophylla",170,6.52,0.52,8,504,1.51,92.92,24.8,0.3,237,"Acrisols","Lowland","Swietenia_macrophylla"
"Tropics",299,"Meliaceae","Eudicot","Swietenia macrophylla",150,5.9,0.52,8,504,1.51,92.92,24.8,0.3,237,"Acrisols","Lowland","Swietenia_macrophylla"
"Tropics",300,"Fabaceae","Eudicot","Anadenanthera peregrina",47,3.8,0.883,22,2116,1.26,113.07,19.7,0.42,200,"Ferralsols","Lowland","Anadenanthera_peregrina"
"Tropics",301,"Burseraceae","Eudicot","Aucoumea klaineana",69,NA,0.378,8,1701,1.24,89.66,25.7,0.27,26,"Gleysols","Lowland","Aucoumea_klaineana"
"Tropics",302,"Combretaceae","Eudicot","Terminalia superba",35,15.8,0.459,22,867,1.34,87.71,24,0.26,163,"Ferralsols","Lowland","Terminalia_superba"
"Tropics",303,"Fabaceae","Eudicot","Prioria balsamifera",228,4.6,0.407,22,867,1.34,87.71,24,0.26,163,"Ferralsols","Lowland","Prioria_balsamifera"
"Tropics",304,"Meliaceae","Eudicot","Cedrela salvadorensis",117,7.2,0.439,30,1762,1.08,146.19,25.8,0.16,245,"Cambisols","Lowland","Cedrela_salvadorensis"
"Tropics",305,"Fabaceae","Eudicot","Prioria copaifera",154,3.1,0.14,18,516,1.13,99,26.5,0.68,153,"Cambisols","Lowland","Prioria_copaifera"
"Tropics",306,"Fabaceae","Eudicot","Erythrophleum ivorense",201,5.5,0.774,8,622,1.26,76.29,23.1,0.55,83,"Ferralsols","Lowland","Erythrophleum_ivorense"
"Tropics",307,"Moraceae","Eudicot","Milicia excelsa",213,6.7,0.574,8,622,1.26,76.29,23.1,0.55,83,"Ferralsols","Lowland","Milicia_excelsa"
"Tropics",308,"Meliaceae","Eudicot","Entandrophragma cylindricum",208,5.7,0.572,8,622,1.26,76.29,23.1,0.55,83,"Ferralsols","Lowland","Entandrophragma_cylindricum"
"Tropics",309,"Meliaceae","Eudicot","Entandrophragma candollei",381,5.8,0.574,8,622,1.26,76.29,23.1,0.55,83,"Ferralsols","Lowland","Entandrophragma_candollei"
"Tropics",310,"Meliaceae","Eudicot","Entandrophragma utile",258,6.4,0.537,8,622,1.26,76.29,23.1,0.55,83,"Ferralsols","Lowland","Entandrophragma_utile"
"Tropics",311,"Meliaceae","Eudicot","Melia azedarach",121,11.9,0.438,10,1725,1.3,101.52,24.4,0.22,200,"Acrisols","Lowland","Melia_azedarach"
"Tropics",312,"Fabaceae","Eudicot","Afzelia xylocarpa",281,6.1,0.692,10,1725,1.3,101.52,24.4,0.22,200,"Acrisols","Lowland","Afzelia_xylocarpa"
